75,Porkobolo,The Outfit: Family Owned and Operated,Rielle “Kit” Peddler: Transhuman,18,2.63095238095238,2.890929705215418333333333333333333333
76,MattOhNo,Nuvem SA: Law of the Land,Rielle “Kit” Peddler: Transhuman,18,2.591836734693877142857142857142857143,2.83411078717201
77,Cobalt,Jinteki: Personal Evolution,"Nyusha ""Sable"" Sintashta: Symphonic Prodigy",18,2.571428571428571428571428571428571429,2.946355685131194285714285714285714286
78,MrVellis (Alex),Ob Superheavy Logistics: Extract. Export. Excel.,"Nyusha ""Sable"" Sintashta: Symphonic Prodigy",18,2.297959183673468571428571428571428571,2.8867055393586
79,Karo123,A Teia: IP Recovery,Mercury: Chrome Libertador,16,3.10204081632653,2.811273080660834285714285714285714286
80,awildturtok,Haas-Bioroid: Precision Design,Esâ Afontov: Eco-Insurrectionist,16,2.673469387755101428571428571428571429,2.859183673469387142857142857142857143
81,Goeshi,The Outfit: Family Owned and Operated,Hoshiko Shiro: Untold Protagonist,16,2.542857142857142857142857142857142857,2.743343051506315714285714285714285714
82,Kay,Sportsmetal: Go Big or Go Home,Rielle “Kit” Peddler: Transhuman,16,2.448979591836734285714285714285714286,2.73858114674441
83,TwadaCZ,AgInfusion: New Miracles for a New World,Rielle “Kit” Peddler: Transhuman,16,2.1,2.803197278911563333333333333333333333
84,cursor,Sportsmetal: Go Big or Go Home,Hoshiko Shiro: Untold Protagonist,15,3.461224489795917142857142857142857143,2.926647230320698571428571428571428571
85,Drager,Asa Group: Security Through Vigilance,Rielle “Kit” Peddler: Transhuman,15,3.10204081632653,2.847230320699707142857142857142857143
86,D7t,Earth Station: SEA Headquarters,Akiko Nisei: Head Case,15,3.10204081632653,2.756851311953351428571428571428571429
87,Sauc3,Haas-Bioroid: Precision Design,Lat: Ethical Freelancer,15,2.971428571428571428571428571428571429,2.858309037900872857142857142857142857
88,Tanzzen,Issuaq Adaptics: Sustaining Diversity,Rielle “Kit” Peddler: Transhuman,15,2.73469387755102,2.832798833819241428571428571428571429
89,seal,Haas-Bioroid: Precision Design,Lat: Ethical Freelancer,15,2.224489795918367142857142857142857143,2.664771622934887142857142857142857143
90,mao,The Outfit: Family Owned and Operated,Arissana Rocha Nahu: Street Artist,13,3.224489795918367142857142857142857143,2.756559766763847142857142857142857143
91,creditzathotmail,Ob Superheavy Logistics: Extract. Export. Excel.,René “Loup” Arcemont: Party Animal,13,2.173469387755101428571428571428571429,2.556268221574342857142857142857142857
92,Benfe,Sportsmetal: Go Big or Go Home,Lat: Ethical Freelancer,12,3.038095238095236666666666666666666667,2.840136054421766666666666666666666667
93,Lutheus,Haas-Bioroid: Precision Design,Zahya Sadeghi: Versatile Smuggler,12,2.785714285714285,2.741836734693876666666666666666666667
94,Bergmeister,Weyland Consortium: Built to Last,Hoshiko Shiro: Untold Protagonist,12,2.761904761904761666666666666666666667,2.626757369614511666666666666666666667
95,Spawacz,Issuaq Adaptics: Sustaining Diversity,Rielle “Kit” Peddler: Transhuman,12,2.642857142857141666666666666666666667,2.926870748299318333333333333333333333
96,giulianomolletta,Weyland Consortium: Built to Last,Tāo Salonga: Telepresence Magician,12,2.591836734693877142857142857142857143,2.805247813411077142857142857142857143
97,IvanP (FT #54),Asa Group: Security Through Vigilance,Lat: Ethical Freelancer,12,2.55,3.134013605442175
98,mays.leyline,Asa Group: Security Through Vigilance,Arissana Rocha Nahu: Street Artist,12,2.442857142857141666666666666666666667,2.709523809523808333333333333333333333
99,NiCo,Pravdivost Consulting: Political Solutions,Hoshiko Shiro: Untold Protagonist,12,2.440816326530611428571428571428571429,2.784985422740522857142857142857142857
100,MaruXV,Issuaq Adaptics: Sustaining Diversity,Akiko Nisei: Head Case,12,2.175510204081631428571428571428571429,2.656073858114674285714285714285714286
101,lostgeek,Jinteki: Restoring Humanity,Rielle “Kit” Peddler: Transhuman,9,3.3428571428571425,3.0445918367346925
102,zombiak,Asa Group: Security Through Vigilance,Hoshiko Shiro: Untold Protagonist,9,3.057142857142856,2.745102040816326
103,AAshbo,Haas-Bioroid: Precision Design,Hoshiko Shiro: Untold Protagonist,9,2.867142857142856,2.751183673469386
104,Yidaho,Weyland Consortium: Built to Last,Arissana Rocha Nahu: Street Artist,9,2.857142857142856,2.693877551020406
105,cetti,Near-Earth Hub: Broadcast Center,Zahya Sadeghi: Versatile Smuggler,9,2.828571428571428,2.683129251700678
106,Zaphod75,Sportsmetal: Go Big or Go Home,Zahya Sadeghi: Versatile Smuggler,9,2.685714285714284,2.966802721088434
107,Nopius,Near-Earth Hub: Broadcast Center,Hoshiko Shiro: Untold Protagonist,9,2.657142857142856,2.790204081632652
108,Ams,Ampère: Cybernetics For Anyone,Nova Initiumia: Catalyst & Impetus,9,2.36,2.657918367346938
109,Krimo,Pravdivost Consulting: Political Solutions,Zahya Sadeghi: Versatile Smuggler,6,2.673469387755101428571428571428571429,2.617492711370261428571428571428571429
110,platypus2600,Weyland Consortium: Built to Last,Mercury: Chrome Libertador,6,2.642857142857141666666666666666666667,2.489455782312923333333333333333333333
111,Kevolus,Haas-Bioroid: Precision Design,Esâ Afontov: Eco-Insurrectionist,0,0,0
